World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank
33,295,3398167459,Sujung,254,wizard,408,Texas,0,29,13,29,12,0,548214731,1
32,296,3389459074,Zavi,254,wizard,326,Javanesse,0,21,7,0,63,0,316044660,3
32,297,3387959069,Bihan,254,warrior,381,90s,0,22,15,47,34,0,8389414,45
34,298,3385557635,Gying,253,warrior,341,Icecreams,0,20,16,28,19,0,1893012,27
35,299,3383169820,Jeisin,253,warrior,293,Br Comanda,0,16,13,82,41,0,17502651,7
34,300,3380145037,Zlyn,253,wizard,431,Asgard,0,21,5,8,4,0,81839505,4
33,301,3378359632,Lordbk,253,warrior,431,H O N O R,0,30,17,20,13,0,5123924,28
01,302,3377213924,Power,253,warrior,158,The Best,0,46,28,0,0,0,0,0
23,303,3376030540,Wizdevill,253,wizard,326,The Last,0,15,5,0,49,0,10067606,37
11,304,3374425199,Gunx,253,warrior,287,Holy Nitro,0,22,16,0,0,0,35234136,18
15,305,3369075115,Firewarz,253,warrior,287,3 Brothers,0,29,21,0,0,0,0,0
35,306,3366955492,Hurt,253,warrior,608,Guardioes,0,17,14,1,1,0,3750748,18
23,307,3366882398,Braboo,253,warrior,317, ,0,16,11,0,83,0,0,0
37,308,3365795239,Midori,253,wizard,414,Y4kuz4,0,21,7,17,3,0,134483856,2
07,309,3363811244,Niklaus,253,warrior,342,1shot1kill,0,7,6,44,28,0,32287292,20
33,310,3362638981,Semigod,253,warrior,243,Thungsim,0,31,18,0,0,0,560814,99
07,311,3356251253,Mama,253,warrior,457,Liga Cieni,0,8,7,4,3,0,18557642,25
32,312,3354649730,Soulvans,253,warrior,342,I Am Fine,0,23,16,0,67,0,713848785,1
02,313,3353513381,Xblbl,253,wizard,407,Gothsterz,0,37,13,24,8,0,859851517,1
02,314,3352364287,Akuma,253,wizard,305,Gothsterz,0,38,14,0,61,0,859851517,1
11,315,3350793272,Niels,253,wizard,288,No Excuse,0,23,7,0,0,0,10601161,50
11,316,3348008794,Ken,253,warrior,260,Lovenlive,0,24,17,0,0,0,438317429,1
33,317,3346453112,Godpower,253,warrior,362,The Prayer,0,32,19,49,29,0,34317780,8
09,318,3345480950,Fake,253,warrior,273,R A J A,0,19,15,0,0,0,1876643,76
36,319,3345451797,Dazee,253,wizard,351,Rudeboyz,0,25,7,39,14,57,12366203,15
07,320,3344864952,Miasakura,253,wizard,334,Life Alone,0,9,2,55,21,0,192421753,2
01,321,3340970120,Taksu,253,warrior,268,Suicide Sq,0,47,29,0,0,0,0,0
02,322,3340290077,Lisiuse,253,wizard,367,Avatar War,0,39,15,51,19,0,566030220,2
15,323,3338455726,Slavyan,253,warrior,321,3 Brothers,0,30,22,0,0,0,0,0
11,324,3334621870,Protector,253,wizard,282,Flyang3l,0,25,8,0,0,0,5002862,70
32,325,3332098852,Xandrex,252,warrior,411,L O Y A L,0,24,17,26,17,0,15969144,30
33,326,3331587343,Joz,252,warrior,347,Texas,0,33,20,57,35,0,548214731,1
11,327,3325692256,Exotika,252,wizard,256,Flyang3l,0,26,9,0,0,0,5002862,70
33,328,3325190960,Maqiic,252,warrior,312,Texas,0,34,21,97,62,0,548214731,1
33,329,3323819757,Athenea,252,wizard,306,H O N O R,0,35,14,0,39,0,5123924,28
02,330,3321956340,Shadow,252,warrior,362,Mr T E A M,0,40,25,55,36,0,7019680,38
07,331,3317679385,Godhappy,252,warrior,344,Th3 Army,0,10,8,42,26,0,7985724,41
32,332,3314847251,Etat,252,warrior,552,Haoxiangni,0,25,18,1,1,0,134602058,5
37,333,3314208498,Mrdiablo,252,warrior,335,Full House,0,22,15,59,36,0,6162444,16
07,334,3305264057,Steven,252,warrior,249,D3stroy3rz,0,11,9,0,0,0,47950965,18
34,335,3302670290,Mateen,252,warrior,328,Asgard,0,22,17,31,21,0,81839505,4
32,336,3302178032,Vallenaa,252,wizard,298, ,0,26,8,0,0,0,0,0
35,337,3300324378,Gargoyles,252,wizard,281,Blackbulls,0,18,4,99,46,0,148504530,4
36,338,3299162055,Hero,252,wizard,425,Alcatraz,0,26,8,10,2,0,3956790,30
09,339,3297511502,Taikotai,252,warrior,317,Tajudien,0,20,16,0,61,0,3531562,61
15,340,3296608590,Amphibious,252,warrior,343,Hell Gate,0,31,23,0,78,0,14353668,31
02,341,3289936271,Vanek,252,wizard,417,Thekillers,0,41,16,19,7,0,8612933,36
36,342,3288923048,Clawz,252,warrior,381,Damai,0,27,19,23,13,0,12028180,16
34,343,3282000629,Ladysmile,252,wizard,324,Reverse,0,23,6,36,12,0,429132582,1
02,344,3277548939,Blackzinho,251,wizard,329,R T F,0,42,17,0,40,0,45275170,11
15,345,3273606525,Scoutboys,251,wizard,290,S A N S,0,32,9,0,0,0,0,0
11,346,3271147822,Buhet,251,warrior,381,Legends Id,0,27,18,65,37,0,11234414,49
33,347,3270968258,Myzara,251,warrior,272,Sweet3sour,0,36,22,0,85,0,20274548,11
02,348,3265460567,Lestimsa,251,wizard,289,Infinity,0,43,18,0,84,0,33476050,14
23,349,3264825150,Ircs,251,warrior,375,P E A C E,0,17,12,40,30,0,41404016,13
02,350,3264602337,Yumi,251,warrior,235,Thekillers,0,44,26,0,0,0,8612933,36
32,351,3260763995,Soulfenz,251,warrior,426,I Am Fine,0,27,19,20,14,0,713848785,1
35,352,3256212380,Yanis,251,warrior,303,New Star,0,19,15,69,37,0,544357335,1
32,353,3243002399,Venchka,251,wizard,387,Solo Army,0,28,9,42,13,0,338461959,2
11,354,3242267544,Alicecoper,251,warrior,372, ,0,28,19,80,46,0,0,0
33,355,3241399790,Zhayi,251,warrior,325,The Prayer,0,37,23,84,55,0,34317780,8
33,356,3236014822,Vaksin,251,warrior,314,L A N L A,0,38,24,95,61,0,113475823,3
11,357,3229740515,Atomik,251,wizard,157,Flyang3l,0,29,10,0,0,0,5002862,70
36,358,3228974230,Farahju,250,warrior,299,Alcatraz,0,28,20,0,69,0,3956790,30
33,359,3225914177,Holand,250,warrior,244,8 Dewa,20,39,25,0,0,7,156051651,2
02,360,3210540392,Gomesza,250,warrior,395,R T F,0,45,27,34,24,0,45275170,11
32,361,3203723054,Judge,250,wizard,181,Heavendoor,0,29,10,0,0,0,0,0
33,362,3192135115,Rajawali,250,warrior,348,8 Dewa,0,40,26,56,34,0,156051651,2
33,363,3184927038,Djvikaloca,250,warrior,452,M I X U E,0,41,27,8,7,0,735005,86
11,364,3184578471,Raza,250,wizard,240, ,0,30,11,0,0,0,0,0
33,365,3176533436,Myx,249,warrior,373,Texas,0,42,28,46,27,0,548214731,1
37,366,3175433469,Stingx,249,warrior,366,Beast Mode,0,23,16,35,22,0,193647090,1
23,367,3166954842,Leaders,249,warrior,298,Handler0ne,0,18,13,0,0,0,2743451,62
01,368,3166190158,Emizuna,249,wizard,266,Suicide Sq,0,48,19,0,0,0,0,0
01,369,3164014438,Tangyi,249,wizard,451,8dewa,0,49,20,13,5,0,0,0
07,370,3157871852,Adreena,249,wizard,436,1shot1kill,0,12,3,6,2,0,32287292,20
09,371,3152240732,Nahual,249,warrior,316,M V P,0,21,17,0,64,0,13915659,35
35,372,3139595432,Hmr,249,warrior,391, ,0,20,16,14,7,0,0,0
11,373,3139021995,Xleons,249,warrior,284,Legends Id,0,31,20,0,0,0,11234414,49
35,374,3131343523,Venunn,249,warrior,263,Br Comanda,0,21,17,0,63,0,17502651,7
15,375,3129652577,Doiking,249,warrior,468,Cau Sot,0,33,24,9,6,0,27974805,20
02,376,3128292827,Superlawa,249,warrior,365, ,0,46,28,52,33,0,0,0
37,377,3126217798,Khomxin,248,warrior,475,Unexpected,0,24,17,5,4,0,12392779,10
11,378,3124972451,Ket,248,warrior,356,Lovenlive,0,32,21,0,65,0,438317429,1
11,379,3124322157,Fei,248,warrior,260,Holy Nitro,0,33,22,0,0,0,35234136,18
11,380,3123163401,Limerson,248,warrior,478,Lovenlive,0,34,23,5,2,0,438317429,1
07,381,3117855399,Bluebell,248,wizard,405,Life Alone,0,13,4,13,6,0,192421753,2
11,382,3116909458,Paupau,248,wizard,392, ,0,35,12,43,17,0,0,0
37,383,3108376101,Secret,248,wizard,344,Unexpected,0,25,8,54,21,0,12392779,10
02,384,3106085853,Zasranka,248,wizard,139,Thekillers,0,47,19,0,0,0,8612933,36
15,385,3102676143,Xjail,248,warrior,329,Hell Gate,0,34,25,0,0,0,14353668,31
11,386,3099019520,Sweetboys,248,warrior,261,Legends Id,0,36,24,0,0,0,11234414,49
01,387,3098772676,Turky,248,wizard,283,Turk Team,0,50,21,0,0,0,72772299,12
33,388,3097426356,Godfather,248,warrior,408,L A N L A,0,43,29,28,16,23,113475823,3
09,389,3094308891,Xiaumei,248,wizard,410,The Hero,0,22,5,12,8,0,441282249,1
34,390,3091430465,Adudu,248,warrior,335,L A N L A,0,24,18,29,20,0,91116146,3
36,391,3089716125,Hanni,248,wizard,321,New Jeans,0,29,9,79,27,0,0,0
32,392,3085609663,Fighterka,248,warrior,408,Haoxiangni,0,30,20,28,19,0,134602058,5
02,393,3080546923,Dansel,248,warrior,414,Brazil Top,0,48,29,21,14,0,277979883,3
11,394,3078006299,Molly,248,wizard,370,Legendary1,0,37,13,84,37,0,6099433,63
34,395,3074172540,Gqing,247,warrior,323,Icecreams,0,25,19,38,27,0,1893012,27
35,396,3069852688,Flaroxis,247,wizard,368,New Bie,0,22,5,21,12,0,4437580,15
07,397,3066369275,Mantra,247,warrior,388,Liga Cieni,0,14,10,16,10,0,18557642,25
33,398,3064532254,Suns,247,warrior,260,L A N L A,0,44,30,0,0,0,113475823,3
33,399,3063488597,Hellboys,247,warrior,273,The Prayer,5,45,31,0,83,64,34317780,8
32,400,3062844977,Yuuma,247,warrior,309,L O Y A L,0,31,21,0,0,0,15969144,30
32,401,3058167636,Elpacito,247,warrior,248,Solo Army,0,32,22,0,0,0,338461959,2
32,402,3057228491,Imkenv,247,warrior,313,Militaryw8,0,33,23,0,0,0,115005099,6
15,403,3055002212,Kaikukjr,247,warrior,363, ,0,35,26,83,50,0,0,0
11,404,3049207592,Wildz,247,wizard,274,Lovenlive,0,38,14,0,0,0,438317429,1
23,405,3048261318,Neelofe,247,warrior,278,Enjoy,0,19,14,0,0,0,194635315,3
11,406,3047350980,Kingolds,247,wizard,325,Pvp Arena,0,39,15,0,76,0,0,0
36,407,3045000633,Mrbarge,247,warrior,353,Sun Shine,0,30,21,37,24,0,16608688,9
11,408,3042580379,Yukihakku,247,warrior,294,Lovenlive,0,40,25,0,0,0,438317429,1
37,409,3033526337,Xgergasi,247,warrior,437,Unexpected,0,26,18,10,9,0,12392779,10
09,410,3029334336,Mzchub,247,warrior,394,Megaheroz,0,23,18,18,7,0,3166715,63
33,411,3028398488,Texas,247,warrior,329,Texas,0,46,32,82,51,0,548214731,1
34,412,3025089914,Wizzard,246,wizard,283,Lapis Baja,0,26,7,72,25,0,16319851,11
01,413,3022794785,Powerful,246,warrior,102,The Best,0,51,30,0,0,0,0,0
33,414,3020448939,Vinis,246,wizard,303,H O N O R,5,47,15,0,41,70,5123924,28
02,415,3020387846,Ceter,246,warrior,299,Dream Team,0,49,30,0,0,0,186655044,4
11,416,3015876489,Mcd,246,warrior,274,Lovenlive,0,41,26,0,0,0,438317429,1
34,417,3013268054,Cenia,246,wizard,310,Icecreams,0,27,8,53,15,0,1893012,27
32,418,3010644705,Nakuya,246,warrior,225,Javanesse,0,34,24,0,0,0,316044660,3
15,419,3008260270,Akita,246,warrior,356,Hell Gate,0,36,27,98,63,0,14353668,31
11,420,3007171289,Trulove,246,warrior,300,My Heart,0,42,27,0,0,0,142655297,3
11,421,3004425339,Limbad,246,wizard,393,Holy Nitro,0,43,16,42,16,0,35234136,18
01,422,3001949345,Brandy,246,warrior,417,W I N E,0,52,31,29,17,0,0,0
32,423,3001177817,Specialist,246,warrior,428, ,0,35,25,19,13,0,0,0
11,424,3001038084,Dewagilaa,246,warrior,272,Holy Nitro,0,44,28,0,0,0,35234136,18
02,425,2997841174,Genjie,246,wizard,135,Avatar War,0,50,20,0,0,0,566030220,2
32,426,2994161666,Pettrik,246,wizard,360,Haoxiangni,0,36,11,74,24,0,134602058,5
02,427,2991864955,Mrpao,246,warrior,324,Avatar War,0,51,31,0,69,0,566030220,2
15,428,2989796605,Xpilat,246,warrior,280,Kawasaki,0,37,28,0,0,0,166138253,6
11,429,2987538421,Mildz,246,warrior,168, ,0,45,29,0,0,0,0,0
33,430,2986901404,Yun,246,warrior,330,L A N L A,0,48,33,80,50,22,113475823,3
33,431,2981380708,Liukangz,246,warrior,558,Texas,0,49,34,3,3,0,548214731,1
01,432,2975724838,Mastersza,245,warrior,474, ,0,53,32,5,4,0,0,0
32,433,2975286577,Soulbadass,245,wizard,350,I Am Fine,0,37,12,89,31,0,713848785,1
36,434,2972600391,Phoenixs,245,wizard,321,The Hunter,0,31,10,77,28,0,11548652,18
15,435,2970206302,Rahai,245,wizard,284,All Of One,0,38,10,0,0,0,20901316,23
23,436,2969805053,Capttaiin,245,wizard,332, ,0,20,6,0,42,0,0,0
01,437,2969531458,Xhulk,245,warrior,346,W I N E,0,54,33,97,60,0,0,0
37,438,2964288535,Brian,245,warrior,361,B L U E,0,27,19,38,24,0,243342,95
32,439,2961602118,Lesja,245,warrior,104, ,0,38,26,0,0,0,0,0
15,440,2961545687,Kaedahara,245,warrior,441, ,0,39,29,13,10,0,0,0
36,441,2960487602,Zeus,245,warrior,317,Imperio,0,32,22,85,58,0,2272218,34
23,442,2957762259,Cosmos,245,warrior,402,Lunaticos,0,21,15,24,15,0,268123295,2
37,443,2956870567,Eros,245,warrior,334,B L U E,0,28,20,60,37,0,243342,95
37,444,2954944537,Barbarossa,245,warrior,343,Beast Mode,0,29,21,55,34,0,193647090,1
11,445,2954880252,Bumbim,245,warrior,315,Legendary1,0,46,30,0,0,0,6099433,63
07,446,2954066236,Reekariz,245,warrior,363,Of Unisol,15,15,11,30,20,18,299009013,1
09,447,2949410601,Zenx,245,warrior,402,New Born,0,24,19,13,5,0,43573161,13
36,448,2945422668,Btb,245,warrior,341,Princess,0,33,23,56,38,0,111321691,2
11,449,2944805364,Xiexie,245,wizard,247,Lovenlive,0,47,17,0,0,0,438317429,1
23,450,2941963922,Hello,245,warrior,343,Angkor Kh,0,22,16,84,54,0,41856276,12
09,451,2940781190,Kovin,245,wizard,253, ,0,25,6,0,0,0,0,0
01,452,2939361185,Whisky,245,warrior,398,W I N E,0,55,34,37,19,0,0,0
09,453,2938063937,Sgb,245,warrior,294,D A M A I,0,26,20,0,0,0,96204444,6
01,454,2937405168,Archilles,245,warrior,306,After Rain,0,56,35,0,0,0,32832263,23
02,455,2936618717,Minii,245,wizard,204,V4lkyrie,0,52,21,0,0,0,12539321,29
33,456,2936466061,Ilxl,245,warrior,342,8 Dewa,0,50,35,63,40,0,156051651,2
15,457,2935384154,Mysot,245,wizard,296,Cau Sot,0,40,11,0,0,0,27974805,20
35,458,2935101965,Arkzeus,245,warrior,322,Blackbulls,0,23,18,48,24,0,148504530,4
23,459,2928248667,Neelofa,244,wizard,276,Enjoy,0,23,7,0,0,0,194635315,3
11,460,2914161603,Andiis,244,wizard,390,L T U,0,48,18,46,19,0,225017120,2
02,461,2913610516,Manchinha,244,warrior,301,R T F,0,53,32,0,100,0,45275170,11
32,462,2911849364,Pisma,244,warrior,390,Solo Army,0,39,27,38,27,0,338461959,2
02,463,2910720045,Illllll,244,warrior,410,Pau Mole,0,54,33,23,16,0,0,0
32,464,2910284030,Reuss,244,warrior,252,Militaryw8,0,40,28,0,0,0,115005099,6
36,465,2907720443,Wolfmanz,244,warrior,258,Princess,0,34,24,0,0,0,111321691,2
33,466,2907605298,Imortal,244,warrior,227,H O N O R,0,51,36,0,0,0,5123924,28
11,467,2898027491,Extasy,244,wizard,291,Palace Wb,0,49,19,0,0,0,32350755,24
33,468,2895825965,Poland,244,warrior,449,The Prayer,0,52,37,11,9,0,34317780,8
34,469,2892209721,Alshiel,244,warrior,294,L A N L A,0,28,20,62,44,0,91116146,3
37,470,2891079191,Gober,244,warrior,308,F A K E,0,30,22,90,56,0,20192254,6
07,471,2889501734,Varvatos,244,wizard,307, ,0,16,5,0,41,0,0,0
01,472,2888679242,Zoroo,244,warrior,464,8dewa,0,57,36,10,6,0,0,0
32,473,2888458674,Elescobar,244,warrior,375,Solo Army,0,41,29,53,38,0,338461959,2
33,474,2886626561,Francls,244,warrior,412,Texas,0,53,38,25,15,0,548214731,1
09,475,2886597225,Akaza,244,wizard,372, ,0,27,7,31,15,0,0,0
01,476,2885973318,Rollandd,244,wizard,310,Suicide Sq,0,58,22,0,78,0,0,0
09,477,2885384845,Longqi,244,wizard,352,The Hero,0,28,8,49,23,0,441282249,1
36,478,2881787126,Chanel,243,wizard,296,L I F E,0,35,11,0,36,0,16351577,12
34,479,2880971585,Xzc,243,warrior,323,L A N L A,0,29,21,40,28,0,91116146,3
11,480,2872287750,Zenx,243,warrior,329,Holy Nitro,0,50,31,0,0,0,35234136,18
01,481,2869454437,Angel,243,wizard,257,The Best,0,59,23,0,0,0,0,0
02,482,2864742858,Dixisback,243,warrior,193,Thekillers,0,55,34,0,0,0,8612933,36
23,483,2863257193,Barghest,243,wizard,333,Enjoy,0,24,8,0,41,0,194635315,3
15,484,2863199628,Aquarium,243,warrior,299,A Qu A,0,41,30,0,0,0,0,0
15,485,2863051804,Itsme,243,warrior,264, ,0,42,31,0,0,0,0,0
33,486,2860349886,Joteek,243,wizard,272, ,10,54,16,0,70,33,0,0
01,487,2859252576,Uck,243,warrior,381,Sri Gala,0,60,37,55,32,0,102755498,9
35,488,2857312170,Shambles,243,warrior,407,New Bie,0,24,19,12,6,0,4437580,15
23,489,2848678993,Pycc,243,warrior,360,L O V E R,0,25,17,62,43,0,12750913,32
02,490,2844293989,Stranniks,243,wizard,147,Thekillers,0,56,22,0,0,0,8612933,36
33,491,2843982040,Marmoris,243,wizard,329,The Npc,0,55,17,81,31,0,0,0
37,492,2840042487,Batamaceaa,243,warrior,454,Anak Dpr,0,31,23,7,6,0,287223,91
35,493,2837619284,Goku,243,wizard,407,Br Comanda,0,25,6,11,6,0,17502651,7
32,494,2834899717,Verdehiles,242,wizard,378,Javanesse,0,42,13,50,15,0,316044660,3
07,495,2829627065,Furyclaw,242,warrior,300, ,0,17,12,0,72,0,0,0
34,496,2828107927,Activate,242,wizard,268,Game Over,0,30,9,95,34,0,48111925,6
32,497,2827801875,Avant,242,warrior,457,Monarch,0,43,30,7,5,0,0,0
11,498,2825974591,Parada,242,wizard,265,Babi Mild,0,51,20,0,0,0,0,0
36,499,2823323896,Thanatos,242,warrior,331,Princess,0,36,25,67,48,0,111321691,2
33,500,2822803889,Fox,242,warrior,231,The Prayer,0,56,39,0,0,0,34317780,8
15,501,2819324650,Michy,242,warrior,300,Hell Gate,0,43,32,0,0,0,14353668,31
01,502,2817309133,Ivibueno,242,warrior,200,Liberdade,0,61,38,0,0,0,30178395,25
11,503,2814050141,Hitman,242,warrior,259,Legends Id,0,52,32,0,0,0,11234414,49
37,504,2812080955,Sworman,242,warrior,341,F A K E,0,32,24,56,35,0,20192254,6
23,505,2811367481,Visiaa,242,wizard,348,Handler0ne,0,26,9,76,26,0,2743451,62
11,506,2809994938,Chenzte,242,warrior,484,4 H U N T,0,53,33,4,1,0,32532007,23
11,507,2808537268,Snowky,242,warrior,442,Lovenlive,0,54,34,11,6,0,438317429,1
11,508,2808230285,Gemx,242,wizard,446,G3n3r4ti0n,0,55,21,10,5,0,0,0
36,509,2800440550,Mrdey,242,wizard,295,Rudeboyz,0,37,12,0,37,0,12366203,15
15,510,2799517145,Arzetha,242,warrior,220,Night Sect,0,44,33,0,0,0,0,0
02,511,2797536334,Pedemesa,242,wizard,263,R T F,0,57,23,0,0,0,45275170,11
09,512,2789622407,Nobless,242,warrior,399,D A M A I,0,29,21,14,6,0,96204444,6
34,513,2789252618,Boboiboy,242,warrior,268,L A N L A,0,31,22,93,61,0,91116146,3
33,514,2776767562,Rajalanla,241,warrior,345,L A N L A,20,57,40,61,37,4,113475823,3
01,515,2776628219,Zoro,241,warrior,416,Dead End,0,62,39,30,18,0,21901493,35
35,516,2771975723,Xierra,241,wizard,309,New Star,0,26,7,60,27,0,544357335,1
15,517,2770872090,Paksem,241,warrior,427,3 Brothers,0,45,34,17,12,0,0,0
37,518,2766387522,Mrpanda,241,warrior,266,Y4kuz4,0,33,25,0,0,0,134483856,2
11,519,2765670463,Wish,241,warrior,303,Lgd,0,56,35,0,0,0,0,0
23,520,2760401270,Fax,241,warrior,364,Handler0ne,0,27,18,59,40,0,2743451,62
34,521,2759633750,Keroa,241,warrior,265,Game Over,0,32,23,0,66,0,48111925,6
35,522,2755977305,Oz,241,wizard,275,Guardioes,0,27,8,0,53,0,3750748,18
36,523,2755364046,Btc,241,warrior,316,Princess,0,38,26,87,59,0,111321691,2
07,524,2754893261,Advisor,241,wizard,327,Life Alone,0,18,6,60,24,0,192421753,2
09,525,2754496409,Indrakuu,241,warrior,304,Together,0,30,22,0,90,0,16595604,30
33,526,2754062552,Hmwiin,241,warrior,385,Main Land,0,58,41,38,23,0,8219455,19
15,527,2753537645,Zeush,241,warrior,503,Seelacor,0,46,35,4,4,0,0,0
35,528,2753295647,Ghostcucu,241,warrior,234,Blackbulls,0,28,20,0,92,0,148504530,4
33,529,2751867264,Sinchan,241,warrior,355,Texas,0,59,42,50,31,0,548214731,1
34,530,2745610495,Bertram,241,warrior,323,X Reunion,0,33,24,39,26,0,49039657,5
11,531,2736845985,Biakjawai,240,warrior,303,Flyang3l,0,57,36,0,0,0,5002862,70
09,532,2735725047,Tz,240,wizard,456,D A M A I,0,31,9,3,1,0,96204444,6
02,533,2734438390,Rocksz,240,warrior,321,R T F,0,58,35,0,72,0,45275170,11
02,534,2734388703,Galli,240,wizard,95,Thekillers,0,59,24,0,0,0,8612933,36
15,535,2732725960,Pakbos,240,warrior,257, ,0,47,36,0,0,0,0,0
36,536,2730971346,Ch,240,warrior,339,Imperio,0,39,27,58,41,0,2272218,34
01,537,2723207380,Rivalven,240,warrior,243,After Rain,0,63,40,0,0,0,32832263,23
11,538,2722755979,Spint,240,warrior,276,The Fixers,0,58,37,0,0,0,54014974,11
01,539,2720735126,Axy,240,warrior,210,The Best,0,64,41,0,0,0,0,0
01,540,2719586636,Art,240,warrior,277,T6tiau,0,65,42,0,0,0,33030886,22
11,541,2717069010,Gunhit,240,warrior,370,Legendary1,0,59,38,85,48,0,6099433,63
33,542,2712545777,Cimehong,240,warrior,284,Texas,0,60,43,0,78,0,548214731,1
32,543,2711031907,Coldz,240,warrior,250,Militaryw8,0,44,31,0,0,0,115005099,6
11,544,2705949687,Winter,240,warrior,402,Holy Nitro,0,60,39,34,22,0,35234136,18
32,545,2701080012,Joyboy,240,warrior,346,I Am Fine,0,45,32,97,63,0,713848785,1
11,546,2696291942,Nozari,239,warrior,359,Legendary1,0,61,40,0,62,0,6099433,63
11,547,2696141891,Foxz,239,warrior,397,Holy Nitro,0,62,41,38,23,0,35234136,18
23,548,2692600092,Damateur,239,warrior,269,The Last,0,28,19,0,0,0,10067606,37
15,549,2685788520,Zelysya,239,warrior,416, ,0,48,37,25,18,0,0,0
15,550,2680426283,Mrdenz,239,warrior,340,Deadlysinz,0,49,38,0,85,0,36420969,17
15,551,2679534920,Kucingoyen,239,warrior,308,Night Sect,0,50,39,0,0,0,0,0
15,552,2678374106,Sengoku,239,wizard,441,Hell Gate,0,51,12,15,5,0,14353668,31
02,553,2666754652,Qi,239,wizard,303,Avatar War,0,60,25,0,63,0,566030220,2
36,554,2664821724,Tabusan,239,wizard,285, ,0,40,13,0,44,0,0,0
02,555,2663566878,Lehong,239,wizard,302,Gothsterz,0,61,26,0,65,0,859851517,1
11,556,2663339914,Vessa,239,wizard,311,Lovenlive,0,63,22,0,95,0,438317429,1
32,557,2661004624,Thankgod,239,warrior,341,Haoxiangni,0,46,33,0,70,0,134602058,5
15,558,2652468314,Jantanz,239,warrior,368,Deadlysinz,0,52,40,74,42,0,36420969,17
11,559,2649089436,Akn,238,wizard,407,Holy Nitro,0,64,23,28,8,0,35234136,18
33,560,2648117632,Lordbusz,238,warrior,441,Texas,0,61,44,13,10,0,548214731,1
37,561,2645119419,Antiyj,238,warrior,306,F T E,0,34,26,0,60,0,749463,54
01,562,2643878615,Pakboss,238,warrior,335,Life Death,0,66,43,0,75,0,14259557,51
15,563,2643088673,Pvsot,238,warrior,285,Deadlysinz,0,53,41,0,0,0,36420969,17
07,564,2641781719,Kedga,238,warrior,205,Th3 Army,0,19,13,0,0,0,7985724,41
11,565,2640765271,Genio,238,wizard,288,Holy Nitro,0,65,24,0,0,0,35234136,18
32,566,2639726860,Eltot,238,wizard,325,Solo Army,0,47,14,0,66,0,338461959,2
35,567,2639027867,Cronoslord,238,wizard,329,Blackbulls,0,29,9,44,22,0,148504530,4
15,568,2636424473,Aquacup,238,wizard,385,A Qu A,0,54,13,50,21,0,0,0
37,569,2635062790,Mszetta,238,warrior,317,Y4kuz4,0,35,27,75,45,0,134483856,2
15,570,2632934483,Princia,238,warrior,314,Hakka,0,55,42,0,0,0,464833013,2
34,571,2632884257,Xblue,238,warrior,241,L A N L A,0,34,25,0,91,0,91116146,3
33,572,2632575144,Sadness,238,wizard,433,The Prayer,0,62,18,18,6,0,34317780,8
32,573,2629913169,Wine,238,warrior,321,90s,0,48,34,0,99,0,8389414,45
02,574,2629239512,Rogzum,238,warrior,453,Newchibata,0,62,36,13,9,0,183437419,5
09,575,2627828874,Winlords,238,wizard,273,Netrals,0,32,10,0,0,0,0,0
07,576,2627686726,Buahmelon,238,warrior,380,Monarchy,0,20,14,20,13,0,0,0
01,577,2627541873,Steak,238,warrior,296,After Rain,0,67,44,0,0,0,32832263,23
33,578,2626378900,Gunsz,238,wizard,411,Thungsim,0,63,19,26,11,0,560814,99
07,579,2626263332,Rizreeka,238,warrior,368,Of Unisol,0,21,15,24,17,0,299009013,1
11,580,2624057384,Hispana,238,warrior,372, ,0,66,42,81,45,0,0,0
36,581,2623655644,Xenotic,238,wizard,383,Rudeboyz,0,41,14,21,10,0,12366203,15
15,582,2621476521,Divya,238,wizard,425,All Of One,0,56,14,19,6,0,20901316,23
11,583,2620026679,Yize,238,warrior,349,Holy Nitro,0,67,43,0,73,0,35234136,18
35,584,2618873187,To,238,warrior,292,New Star,0,30,21,86,44,0,544357335,1
34,585,2616119300,Yiyao,238,warrior,262,Icecreams,0,35,26,0,70,0,1893012,27
02,586,2614676860,Qwert,238,warrior,442,Thekillers,0,63,37,14,10,0,8612933,36
34,587,2611257973,Aqasya,238,warrior,253,Asgard,0,36,27,0,75,0,81839505,4
35,588,2610834745,Lordwel,238,wizard,285,Blackbulls,0,31,10,93,44,0,148504530,4
36,589,2606944575,Mermaid,237,warrior,260,Princess,0,42,28,0,100,0,111321691,2
34,590,2606810716,Gyan,237,warrior,326,Icecreams,0,37,28,33,23,0,1893012,27
02,591,2603213381,Gotcha,237,warrior,317, ,0,64,38,0,74,0,0,0
11,592,2602556487,Vievie,237,wizard,382,Lovenlive,0,68,25,64,28,0,438317429,1
01,593,2601623661,Youngpapa,237,warrior,262,After Rain,0,68,45,0,0,0,32832263,23
32,594,2601051595,Buayasetan,237,wizard,310,Om Om,0,49,15,0,85,0,30810084,18
34,595,2595919246,Aroganza,237,warrior,269,L A N L A,0,38,29,91,59,0,91116146,3
23,596,2592999746,Anggun,237,wizard,351, ,0,29,10,72,24,0,0,0
15,597,2592151222,Sakata,237,warrior,418,Hell Gate,0,57,43,23,17,0,14353668,31
