World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,ExpPoints Formatted
34,1753,1400748667,Rindou,203,warrior,236,L A N L A,0,88,58,0,94,0,91116146,3,28.014.973,70.037.433,140.074.867,70.037.433,28.014.973,0,1.400.748.667
11,1754,1400054570,Adventurer,203,wizard,571,The Master,14,0,97,1,1,9,0,0,28.001.091,70.002.728,140.005.457,70.002.728,28.001.091,0,1.400.054.570
11,1755,1399726830,Snowy,203,wizard,311,Legends Id,0,0,98,0,96,0,11234414,49,27.994.537,69.986.342,139.972.683,69.986.342,27.994.537,0,1.399.726.830
32,1756,1399710038,Blackbully,203,wizard,243,Solo Army,0,0,59,0,0,0,338461959,2,27.994.201,69.985.502,139.971.004,69.985.502,27.994.201,0,1.399.710.038
33,1757,1397561097,Peachies,203,warrior,293,8 Dewa,0,0,81,0,73,0,156051651,2,27.951.222,69.878.055,139.756.110,69.878.055,27.951.222,0,1.397.561.097
09,1758,1397047278,Chue,203,wizard,329,The Hero,0,0,51,89,42,0,441282249,1,27.940.946,69.852.364,139.704.728,69.852.364,27.940.946,0,1.397.047.278
07,1759,1396937257,Morthor,203,warrior,285, ,0,0,58,0,90,0,0,0,27.938.745,69.846.863,139.693.726,69.846.863,27.938.745,0,1.396.937.257
32,1760,1395857258,Brochupl,203,wizard,218,Haoxiangni,0,0,60,0,0,0,134602058,5,27.917.145,69.792.863,139.585.726,69.792.863,27.917.145,0,1.395.857.258
15,1761,1395539300,Denrock,203,wizard,384,Messsilent,0,0,51,51,22,0,328487362,4,27.910.786,69.776.965,139.553.930,69.776.965,27.910.786,0,1.395.539.300
35,1762,1395291832,Gaara,203,wizard,247,Br Comanda,0,88,39,0,67,0,17502651,7,27.905.837,69.764.592,139.529.183,69.764.592,27.905.837,0,1.395.291.832
09,1763,1394862811,Yamaguchi,203,wizard,237,7mafia,0,0,52,0,0,0,0,0,27.897.256,69.743.141,139.486.281,69.743.141,27.897.256,0,1.394.862.811
02,1764,1394088940,Harly,203,wizard,208,R T F,0,0,57,0,0,0,45275170,11,27.881.779,69.704.447,139.408.894,69.704.447,27.881.779,0,1.394.088.940
15,1765,1393631475,Dominant,203,wizard,242, ,0,0,52,0,0,0,0,0,27.872.630,69.681.574,139.363.148,69.681.574,27.872.630,0,1.393.631.475
23,1766,1392518268,Skyla,203,warrior,285,Love12,0,0,87,0,0,0,13301582,31,27.850.365,69.625.913,139.251.827,69.625.913,27.850.365,0,1.392.518.268
07,1767,1391881508,Kadge,203,warrior,162,Th3 Army,0,0,59,0,0,0,7985724,41,27.837.630,69.594.075,139.188.151,69.594.075,27.837.630,0,1.391.881.508
15,1768,1391820077,Zalvs,203,wizard,255, ,0,0,53,0,0,0,0,0,27.836.402,69.591.004,139.182.008,69.591.004,27.836.402,0,1.391.820.077
32,1769,1391742522,Mods,203,warrior,295, ,0,0,97,0,0,0,0,0,27.834.850,69.587.126,139.174.252,69.587.126,27.834.850,0,1.391.742.522
35,1770,1391268942,Glayra,203,warrior,409,Br Comanda,0,89,50,10,5,0,17502651,7,27.825.379,69.563.447,139.126.894,69.563.447,27.825.379,0,1.391.268.942
23,1771,1389460916,Volvo,203,wizard,172, ,0,0,60,0,0,0,0,0,27.789.218,69.473.046,138.946.092,69.473.046,27.789.218,0,1.389.460.916
02,1772,1388861484,Dozi,203,wizard,335,Gothsterz,0,0,58,89,33,0,859851517,1,27.777.230,69.443.074,138.886.148,69.443.074,27.777.230,0,1.388.861.484
15,1773,1388714039,Aliexandra,203,warrior,530,Blackpinky,0,0,0,2,2,0,2002909,95,27.774.281,69.435.702,138.871.404,69.435.702,27.774.281,0,1.388.714.039
33,1774,1387118367,Soju,203,warrior,243,The Prayer,0,0,82,0,0,0,34317780,8,27.742.367,69.355.918,138.711.837,69.355.918,27.742.367,0,1.387.118.367
11,1775,1386544034,Chingang,203,wizard,308,Mg Family,0,0,99,0,99,0,20278072,33,27.730.881,69.327.202,138.654.403,69.327.202,27.730.881,0,1.386.544.034
02,1776,1386307250,Jebatx,203,warrior,310,No Chance,0,0,96,0,82,0,0,0,27.726.145,69.315.362,138.630.725,69.315.362,27.726.145,0,1.386.307.250
07,1777,1386184438,Gotsack,203,warrior,244,Life Alone,0,0,60,0,0,0,192421753,2,27.723.689,69.309.222,138.618.444,69.309.222,27.723.689,0,1.386.184.438
02,1778,1385765020,Sartassa,203,warrior,523,Gothsterz,0,0,97,1,1,0,859851517,1,27.715.300,69.288.251,138.576.502,69.288.251,27.715.300,0,1.385.765.020
37,1779,1385359918,Qixion,203,wizard,318,H Y D R A,0,0,37,74,30,0,81994266,3,27.707.198,69.267.996,138.535.992,69.267.996,27.707.198,0,1.385.359.918
34,1780,1384740679,Hyperaiy,203,warrior,244,Game Over,0,89,59,0,84,0,48111925,6,27.694.814,69.237.034,138.474.068,69.237.034,27.694.814,0,1.384.740.679
02,1781,1384163650,Knyght,203,warrior,236,R T F,0,0,98,0,0,0,45275170,11,27.683.273,69.208.182,138.416.365,69.208.182,27.683.273,0,1.384.163.650
09,1782,1383634290,Brohota,203,warrior,306,S W A T,5,0,85,0,86,74,25787976,23,27.672.686,69.181.714,138.363.429,69.181.714,27.672.686,0,1.383.634.290
02,1783,1383374274,Illlllll,203,warrior,286,Pau Mole,0,0,99,0,0,0,0,0,27.667.485,69.168.714,138.337.427,69.168.714,27.667.485,0,1.383.374.274
32,1784,1382822417,Leeza,203,warrior,197, ,0,0,98,0,0,0,0,0,27.656.448,69.141.121,138.282.242,69.141.121,27.656.448,0,1.382.822.417
37,1785,1382768800,Bluedevil,203,warrior,347,H Y D R A,0,0,74,49,31,0,81994266,3,27.655.376,69.138.440,138.276.880,69.138.440,27.655.376,0,1.382.768.800
02,1786,1382160177,Boyzx,203,wizard,371,Avatar War,0,0,59,47,16,0,566030220,2,27.643.204,69.108.009,138.216.018,69.108.009,27.643.204,0,1.382.160.177
35,1787,1381528976,Bkgcria,203,warrior,268, ,0,90,51,0,60,0,0,0,27.630.580,69.076.449,138.152.898,69.076.449,27.630.580,0,1.381.528.976
02,1788,1381094647,Morninstar,203,wizard,302,Brazil Top,0,0,60,0,64,0,277979883,3,27.621.893,69.054.732,138.109.465,69.054.732,27.621.893,0,1.381.094.647
34,1789,1381088808,Gun,203,wizard,266, ,0,90,31,99,35,0,0,0,27.621.776,69.054.440,138.108.881,69.054.440,27.621.776,0,1.381.088.808
11,1790,1380720253,Icphom,203,warrior,267,Legends Id,5,0,0,0,0,48,11234414,49,27.614.405,69.036.013,138.072.025,69.036.013,27.614.405,0,1.380.720.253
09,1791,1380425953,Hazard,203,warrior,253,D A M A I,0,0,86,0,0,0,96204444,6,27.608.519,69.021.298,138.042.595,69.021.298,27.608.519,0,1.380.425.953
11,1792,1379006245,Wishes,203,warrior,340,Babys,0,0,0,0,84,0,0,0,27.580.125,68.950.312,137.900.624,68.950.312,27.580.125,0,1.379.006.245
09,1793,1377757845,Moooney,203,warrior,326,D A M A I,0,0,87,95,52,0,96204444,6,27.555.157,68.887.892,137.775.784,68.887.892,27.555.157,0,1.377.757.845
32,1794,1376489764,Vivisteria,203,wizard,243,Militaryw8,0,0,61,0,0,0,115005099,6,27.529.795,68.824.488,137.648.976,68.824.488,27.529.795,0,1.376.489.764
34,1795,1376269750,Hyperice,203,warrior,268,X Reunion,0,91,60,94,62,0,49039657,5,27.525.395,68.813.488,137.626.975,68.813.488,27.525.395,0,1.376.269.750
34,1796,1375394183,Rexa,203,warrior,388,L A N L A,0,92,61,12,7,0,91116146,3,27.507.884,68.769.709,137.539.418,68.769.709,27.507.884,0,1.375.394.183
02,1797,1374458722,Coffeemilk,203,wizard,289, ,0,0,61,0,86,0,0,0,27.489.174,68.722.936,137.445.872,68.722.936,27.489.174,0,1.374.458.722
11,1798,1374375875,Everlyn,203,wizard,224, ,0,0,100,0,0,0,0,0,27.487.518,68.718.794,137.437.588,68.718.794,27.487.518,0,1.374.375.875
01,1799,1373653098,Cateroide,202,wizard,296,Game Over,0,0,86,0,90,0,91231635,10,27.473.062,68.682.655,137.365.310,68.682.655,27.473.062,0,1.373.653.098
37,1800,1372622052,Babykingz,202,warrior,379,H Y D R A,0,0,75,32,20,0,81994266,3,27.452.441,68.631.103,137.262.205,68.631.103,27.452.441,0,1.372.622.052
35,1801,1371599202,Bklycemar,202,warrior,316,Guardioes,0,91,52,52,28,0,3750748,18,27.431.984,68.579.960,137.159.920,68.579.960,27.431.984,0,1.371.599.202
23,1802,1370998736,Deoxys,202,wizard,267,The Last,0,0,61,0,0,0,10067606,37,27.419.975,68.549.937,137.099.874,68.549.937,27.419.975,0,1.370.998.736
07,1803,1370930944,Raden,202,warrior,227,The Killer,0,0,61,0,0,0,0,0,27.418.619,68.546.547,137.093.094,68.546.547,27.418.619,0,1.370.930.944
01,1804,1370832665,Myplace,202,wizard,82,The Best,0,0,87,0,0,0,0,0,27.416.653,68.541.633,137.083.266,68.541.633,27.416.653,0,1.370.832.665
32,1805,1370825869,Fonix,202,warrior,349,I Am Fine,0,0,99,92,60,0,713848785,1,27.416.517,68.541.293,137.082.587,68.541.293,27.416.517,0,1.370.825.869
23,1806,1369360892,Touchme,202,warrior,320,Handler0ne,0,0,88,0,79,0,2743451,62,27.387.218,68.468.045,136.936.089,68.468.045,27.387.218,0,1.369.360.892
15,1807,1369203566,Elbanjarie,202,wizard,267,R B B C,0,0,54,0,0,0,2428011,85,27.384.071,68.460.178,136.920.357,68.460.178,27.384.071,0,1.369.203.566
02,1808,1369195931,Cartucho,202,warrior,281,Hell Zone,0,0,100,0,0,0,16883729,21,27.383.919,68.459.797,136.919.593,68.459.797,27.383.919,0,1.369.195.931
33,1809,1368341812,Zion,202,warrior,336,8 Dewa,0,0,83,68,43,0,156051651,2,27.366.836,68.417.091,136.834.181,68.417.091,27.366.836,0,1.368.341.812
23,1810,1367920105,Fengyi,202,wizard,252,The Last,0,0,62,0,0,0,10067606,37,27.358.402,68.396.005,136.792.010,68.396.005,27.358.402,0,1.367.920.105
33,1811,1367887488,Greece,202,wizard,281,The Prayer,0,0,49,0,57,0,34317780,8,27.357.750,68.394.374,136.788.749,68.394.374,27.357.750,0,1.367.887.488
01,1812,1366447225,Godofhate,202,wizard,169,The Best,0,0,88,0,0,0,0,0,27.328.944,68.322.361,136.644.722,68.322.361,27.328.944,0,1.366.447.225
07,1813,1365324411,Darksleep,202,warrior,163,World18,0,0,62,0,0,0,58177357,13,27.306.488,68.266.221,136.532.441,68.266.221,27.306.488,0,1.365.324.411
09,1814,1365202702,Naruma,202,warrior,150, ,0,0,88,0,0,0,0,0,27.304.054,68.260.135,136.520.270,68.260.135,27.304.054,0,1.365.202.702
32,1815,1364545726,Kenzo,202,wizard,268,90s,0,0,62,0,0,0,8389414,45,27.290.915,68.227.286,136.454.573,68.227.286,27.290.915,0,1.364.545.726
33,1816,1364224671,Ratulanla,202,warrior,191,L A N L A,20,0,84,0,0,3,113475823,3,27.284.493,68.211.234,136.422.467,68.211.234,27.284.493,0,1.364.224.671
01,1817,1364196613,Zigfryed,202,warrior,388,Blackheros,0,0,0,46,25,0,239089035,3,27.283.932,68.209.831,136.419.661,68.209.831,27.283.932,0,1.364.196.613
36,1818,1363442219,Manooa,202,wizard,327,Alcatraz,0,0,37,72,23,0,3956790,30,27.268.844,68.172.111,136.344.222,68.172.111,27.268.844,0,1.363.442.219
35,1819,1362517435,Camata,202,wizard,307,New Star,0,92,40,62,30,0,544357335,1,27.250.349,68.125.872,136.251.744,68.125.872,27.250.349,0,1.362.517.435
32,1820,1362052792,Versailles,202,warrior,256,Solo Army,0,0,100,0,0,0,338461959,2,27.241.056,68.102.640,136.205.279,68.102.640,27.241.056,0,1.362.052.792
32,1821,1360867895,Edylord,202,wizard,237,Annarchy,0,0,63,0,0,0,3079432,69,27.217.358,68.043.395,136.086.790,68.043.395,27.217.358,0,1.360.867.895
01,1822,1360593915,Sanorah,202,wizard,199,Game Over,0,0,89,0,0,0,91231635,10,27.211.878,68.029.696,136.059.392,68.029.696,27.211.878,0,1.360.593.915
01,1823,1360435628,Beowulf,202,warrior,315,Dead End,0,0,0,0,99,0,21901493,35,27.208.713,68.021.781,136.043.563,68.021.781,27.208.713,0,1.360.435.628
01,1824,1360332909,Endgame,202,wizard,272,T6tiau,0,0,90,0,0,0,33030886,22,27.206.658,68.016.645,136.033.291,68.016.645,27.206.658,0,1.360.332.909
37,1825,1360289402,Thaisiie,202,wizard,312,H Y D R A,0,0,38,85,36,0,81994266,3,27.205.788,68.014.470,136.028.940,68.014.470,27.205.788,0,1.360.289.402
09,1826,1360135450,Binancea,202,warrior,319,D A M A I,0,0,89,0,56,0,96204444,6,27.202.709,68.006.772,136.013.545,68.006.772,27.202.709,0,1.360.135.450
09,1827,1359096621,Exzora,202,warrior,313,The Braves,0,0,90,0,73,0,0,0,27.181.932,67.954.831,135.909.662,67.954.831,27.181.932,0,1.359.096.621
35,1828,1358880163,Dheckpalla,202,warrior,244,Br Comanda,0,93,53,0,83,0,17502651,7,27.177.603,67.944.008,135.888.016,67.944.008,27.177.603,0,1.358.880.163
11,1829,1358794244,Faikui,202,wizard,288,1 St,5,0,0,0,0,81,35226766,19,27.175.885,67.939.712,135.879.424,67.939.712,27.175.885,0,1.358.794.244
09,1830,1358737725,Blacksan,202,warrior,325,M V P,0,0,91,98,54,0,13915659,35,27.174.754,67.936.886,135.873.772,67.936.886,27.174.754,0,1.358.737.725
15,1831,1358626490,Aquagoreng,202,wizard,277,A Qu A,0,0,55,0,0,0,0,0,27.172.530,67.931.324,135.862.649,67.931.324,27.172.530,0,1.358.626.490
15,1832,1358306661,Sultanzzz,202,wizard,280,All Of One,0,0,56,0,0,0,20901316,23,27.166.133,67.915.333,135.830.666,67.915.333,27.166.133,0,1.358.306.661
32,1833,1357387912,Gigift,202,wizard,188, ,0,0,64,0,0,0,0,0,27.147.758,67.869.396,135.738.791,67.869.396,27.147.758,0,1.357.387.912
23,1834,1356901243,Zeann,202,wizard,298,P E A C E,0,0,63,0,75,0,41404016,13,27.138.025,67.845.062,135.690.124,67.845.062,27.138.025,0,1.356.901.243
09,1835,1356899371,Saturnoa,202,warrior,250,M V P,0,0,92,0,0,0,13915659,35,27.137.987,67.844.969,135.689.937,67.844.969,27.137.987,0,1.356.899.371
09,1836,1356825172,Dazrran,202,warrior,294,Gold Roger,0,0,93,0,0,0,44956624,11,27.136.503,67.841.259,135.682.517,67.841.259,27.136.503,0,1.356.825.172
01,1837,1355548474,Tarusty,202,wizard,267,Akatsuk,0,0,91,0,0,0,44011303,18,27.110.969,67.777.424,135.554.847,67.777.424,27.110.969,0,1.355.548.474
37,1838,1354580051,Masterwong,202,warrior,267,Nusantara,0,0,76,0,0,0,2811211,25,27.091.601,67.729.003,135.458.005,67.729.003,27.091.601,0,1.354.580.051
11,1839,1353360313,Ftaaa,202,warrior,382,King Lv70,0,0,0,63,36,0,0,0,27.067.206,67.668.016,135.336.031,67.668.016,27.067.206,0,1.353.360.313
23,1840,1353082421,Darkwizs,202,wizard,264,Handler0ne,0,0,64,0,0,0,2743451,62,27.061.648,67.654.121,135.308.242,67.654.121,27.061.648,0,1.353.082.421
07,1841,1352502051,Uqasha,202,wizard,325, ,0,0,47,63,25,0,0,0,27.050.041,67.625.103,135.250.205,67.625.103,27.050.041,0,1.352.502.051
15,1842,1352342562,Angie,202,wizard,171,The Dust,0,0,57,0,0,0,79526939,10,27.046.851,67.617.128,135.234.256,67.617.128,27.046.851,0,1.352.342.562
09,1843,1351489735,Renx,202,warrior,291,D A M A I,0,0,94,0,0,0,96204444,6,27.029.795,67.574.487,135.148.974,67.574.487,27.029.795,0,1.351.489.735
01,1844,1350295500,Yuvia,202,wizard,214,After Rain,0,0,92,0,0,0,32832263,23,27.005.910,67.514.775,135.029.550,67.514.775,27.005.910,0,1.350.295.500
36,1845,1350084134,Hajiyas,202,warrior,341,Rudeboyz,0,0,65,54,39,0,12366203,15,27.001.683,67.504.207,135.008.413,67.504.207,27.001.683,0,1.350.084.134
01,1846,1349550432,Dragwar,202,warrior,335,Sri Gala,15,0,0,0,73,16,102755498,9,26.991.009,67.477.522,134.955.043,67.477.522,26.991.009,0,1.349.550.432
23,1847,1348602147,Ancestor,202,warrior,365,Angkor Kh,0,0,89,56,39,0,41856276,12,26.972.043,67.430.107,134.860.215,67.430.107,26.972.043,0,1.348.602.147
15,1848,1347454723,Biplas,202,wizard,181,The Dust,0,0,58,0,0,0,79526939,10,26.949.094,67.372.736,134.745.472,67.372.736,26.949.094,0,1.347.454.723
01,1849,1347343848,Bleachbr,202,wizard,193, ,0,0,93,0,0,0,0,0,26.946.877,67.367.192,134.734.385,67.367.192,26.946.877,0,1.347.343.848
01,1850,1347067442,Batman,202,warrior,353, ,0,0,0,83,48,0,0,0,26.941.349,67.353.372,134.706.744,67.353.372,26.941.349,0,1.347.067.442
36,1851,1347045030,Bamasa,202,wizard,140,Blaclover,0,0,38,0,0,0,8338676,21,26.940.901,67.352.252,134.704.503,67.352.252,26.940.901,0,1.347.045.030
36,1852,1346734526,Mariwaka,201,wizard,305, ,0,0,39,97,32,0,0,0,26.934.691,67.336.726,134.673.453,67.336.726,26.934.691,0,1.346.734.526
32,1853,1346057010,Enigmoa,201,warrior,320,Jsjsdshoku,0,0,0,0,100,0,0,0,26.921.140,67.302.850,134.605.701,67.302.850,26.921.140,0,1.346.057.010
35,1854,1345664272,Xien,201,wizard,293,Santai Sja,0,94,41,81,41,0,3621246,19,26.913.285,67.283.214,134.566.427,67.283.214,26.913.285,0,1.345.664.272
09,1855,1345540977,Ax,201,warrior,361,D A M A I,0,0,95,41,21,0,96204444,6,26.910.820,67.277.049,134.554.098,67.277.049,26.910.820,0,1.345.540.977
38,1856,1345344053,Taka,201,warrior,236,Spears,0,1,1,6,5,0,19649346,1,26.906.881,67.267.203,134.534.405,67.267.203,26.906.881,0,1.345.344.053
23,1857,1344920197,Furyclaw,201,warrior,257,Clan Senju,0,0,90,0,0,0,28352863,17,26.898.404,67.246.010,134.492.020,67.246.010,26.898.404,0,1.344.920.197
09,1858,1344701619,Mzluvly,201,warrior,352,New Born,0,0,96,50,27,0,43573161,13,26.894.032,67.235.081,134.470.162,67.235.081,26.894.032,0,1.344.701.619
23,1859,1344675249,Radex,201,warrior,290,Handler0ne,0,0,91,0,0,0,2743451,62,26.893.505,67.233.762,134.467.525,67.233.762,26.893.505,0,1.344.675.249
07,1860,1344471494,Dyee,201,warrior,257,Life Alone,5,0,63,0,0,58,192421753,2,26.889.430,67.223.575,134.447.149,67.223.575,26.889.430,0,1.344.471.494
37,1861,1344169221,Newpower,201,warrior,353, ,0,0,77,40,26,0,0,0,26.883.384,67.208.461,134.416.922,67.208.461,26.883.384,0,1.344.169.221
34,1862,1343337927,Cute,201,wizard,240,Game Over,0,93,32,0,52,0,48111925,6,26.866.759,67.166.896,134.333.793,67.166.896,26.866.759,0,1.343.337.927
32,1863,1343292484,Mriz,201,warrior,244,Death Wars,10,0,0,0,0,30,0,0,26.865.850,67.164.624,134.329.248,67.164.624,26.865.850,0,1.343.292.484
23,1864,1342684632,Jinwu,201,wizard,222,The Last,0,0,65,0,0,0,10067606,37,26.853.693,67.134.232,134.268.463,67.134.232,26.853.693,0,1.342.684.632
01,1865,1341957996,Russia,201,warrior,329,T6tiau,0,0,0,0,83,0,33030886,22,26.839.160,67.097.900,134.195.800,67.097.900,26.839.160,0,1.341.957.996
02,1866,1341946821,Keruba,201,wizard,255,Newchibata,0,0,62,0,0,0,183437419,5,26.838.936,67.097.341,134.194.682,67.097.341,26.838.936,0,1.341.946.821
02,1867,1341547131,Syifa,201,wizard,323,V4lkyrie,0,0,63,0,45,0,12539321,29,26.830.943,67.077.357,134.154.713,67.077.357,26.830.943,0,1.341.547.131
01,1868,1341481758,Bandolero,201,warrior,317,Life Death,0,0,0,0,97,0,14259557,51,26.829.635,67.074.088,134.148.176,67.074.088,26.829.635,0,1.341.481.758
09,1869,1341334476,Waitformea,201,warrior,459,D A M A I,0,0,97,2,2,0,96204444,6,26.826.690,67.066.724,134.133.448,67.066.724,26.826.690,0,1.341.334.476
01,1870,1341021381,Rxvxll,201,wizard,311,Akatsuk,0,0,94,0,76,0,44011303,18,26.820.428,67.051.069,134.102.138,67.051.069,26.820.428,0,1.341.021.381
01,1871,1339698026,Turkanator,201,wizard,112,The Best,0,0,95,0,0,0,0,0,26.793.961,66.984.901,133.969.803,66.984.901,26.793.961,0,1.339.698.026
37,1872,1339571267,Laosking,201,warrior,356, ,0,0,78,39,25,0,0,0,26.791.425,66.978.563,133.957.127,66.978.563,26.791.425,0,1.339.571.267
35,1873,1339358394,Realistajw,201,warrior,245,Ekipa,0,95,54,0,82,0,2113649,30,26.787.168,66.967.920,133.935.839,66.967.920,26.787.168,0,1.339.358.394
11,1874,1339294118,Axea,201,wizard,348,Thung Simm,0,0,0,0,53,0,22170837,30,26.785.882,66.964.706,133.929.412,66.964.706,26.785.882,0,1.339.294.118
36,1875,1338788614,Kingbajau,201,warrior,319, ,0,0,66,83,55,0,0,0,26.775.772,66.939.431,133.878.861,66.939.431,26.775.772,0,1.338.788.614
35,1876,1337473941,Tie,201,warrior,263,New Star,0,96,55,0,62,0,544357335,1,26.749.479,66.873.697,133.747.394,66.873.697,26.749.479,0,1.337.473.941
09,1877,1336903084,Headhuntrs,201,warrior,220,Tajudien,0,0,98,0,0,0,3531562,61,26.738.062,66.845.154,133.690.308,66.845.154,26.738.062,0,1.336.903.084
09,1878,1336815809,Grande,201,warrior,319,Level Up,0,0,99,0,55,0,4398312,57,26.736.316,66.840.790,133.681.581,66.840.790,26.736.316,0,1.336.815.809
37,1879,1336172516,Levinho,201,warrior,226,Unexpected,0,0,79,0,0,0,12392779,10,26.723.450,66.808.626,133.617.252,66.808.626,26.723.450,0,1.336.172.516
11,1880,1335388844,Rapist,201,wizard,383,Criminal,10,0,0,60,27,33,0,0,26.707.777,66.769.442,133.538.884,66.769.442,26.707.777,0,1.335.388.844
32,1881,1334222766,Vegitoo,201,warrior,337,Haoxiangni,0,0,0,0,75,0,134602058,5,26.684.455,66.711.138,133.422.277,66.711.138,26.684.455,0,1.334.222.766
09,1882,1332514569,Wizone,201,wizard,442, ,0,0,53,4,2,0,0,0,26.650.291,66.625.728,133.251.457,66.625.728,26.650.291,0,1.332.514.569
36,1883,1332313028,Wiznaz,201,wizard,336,Rudeboyz,0,0,40,61,18,0,12366203,15,26.646.261,66.615.651,133.231.303,66.615.651,26.646.261,0,1.332.313.028
01,1884,1332028192,Yoh,201,wizard,270,Godofwind,5,0,96,0,0,78,15307957,50,26.640.564,66.601.410,133.202.819,66.601.410,26.640.564,0,1.332.028.192
33,1885,1331615526,Blackjack,201,wizard,226, ,0,0,50,0,0,0,0,0,26.632.311,66.580.776,133.161.553,66.580.776,26.632.311,0,1.331.615.526
02,1886,1329968811,Juniorbr,201,wizard,248,R T F,0,0,64,0,0,0,45275170,11,26.599.376,66.498.441,132.996.881,66.498.441,26.599.376,0,1.329.968.811
01,1887,1329065566,Fuedyra,201,wizard,289,Suicide Sq,5,0,97,0,98,76,0,0,26.581.311,66.453.278,132.906.557,66.453.278,26.581.311,0,1.329.065.566
33,1888,1327681644,Huafei,201,warrior,235,L A N L A,0,0,85,0,0,0,113475823,3,26.553.633,66.384.082,132.768.164,66.384.082,26.553.633,0,1.327.681.644
11,1889,1326636714,Bumblebeee,201,warrior,343,2 Ft,0,0,0,0,78,0,2169644,100,26.532.734,66.331.836,132.663.671,66.331.836,26.532.734,0,1.326.636.714
23,1890,1326508679,Marani,201,wizard,309,Enjoy,0,0,66,0,65,0,194635315,3,26.530.174,66.325.434,132.650.868,66.325.434,26.530.174,0,1.326.508.679
34,1891,1326268460,Gadisz,201,wizard,241, ,0,94,33,0,51,0,0,0,26.525.369,66.313.423,132.626.846,66.313.423,26.525.369,0,1.326.268.460
32,1892,1326229621,Souljester,201,warrior,326,I Am Fine,0,0,0,0,92,0,713848785,1,26.524.592,66.311.481,132.622.962,66.311.481,26.524.592,0,1.326.229.621
23,1893,1326008381,Baggio,201,warrior,336,The Last,0,0,92,95,60,0,10067606,37,26.520.168,66.300.419,132.600.838,66.300.419,26.520.168,0,1.326.008.381
07,1894,1325863534,Sangbuaya,201,wizard,222,D3stroy3rz,15,0,48,0,0,21,47950965,18,26.517.271,66.293.177,132.586.353,66.293.177,26.517.271,0,1.325.863.534
11,1895,1321547261,Lordz,201,warrior,331,Kimjong Un,5,0,0,0,99,85,0,0,26.430.945,66.077.363,132.154.726,66.077.363,26.430.945,0,1.321.547.261
23,1896,1321240974,Reca,201,warrior,256,Disciples,0,0,93,0,0,0,0,0,26.424.819,66.062.049,132.124.097,66.062.049,26.424.819,0,1.321.240.974
23,1897,1320895634,Gauloises,201,warrior,327,War 87,0,0,94,0,68,0,14803386,25,26.417.913,66.044.782,132.089.563,66.044.782,26.417.913,0,1.320.895.634
23,1898,1320634318,Dragmeout,201,warrior,241,Dbj,0,0,95,0,0,0,177735958,4,26.412.686,66.031.716,132.063.432,66.031.716,26.412.686,0,1.320.634.318
11,1899,1320523733,Chevroletz,201,warrior,340,4 H U N T,0,0,0,0,85,0,32532007,23,26.410.475,66.026.187,132.052.373,66.026.187,26.410.475,0,1.320.523.733
35,1900,1320417811,Pickle,201,wizard,277, ,0,97,42,0,51,0,0,0,26.408.356,66.020.891,132.041.781,66.020.891,26.408.356,0,1.320.417.811
01,1901,1319827298,Extra,200,wizard,96,The Best,0,0,98,0,0,0,0,0,26.396.546,65.991.365,131.982.730,65.991.365,26.396.546,0,1.319.827.298
37,1902,1319539631,Napoleon,200,warrior,307,Beast Mode,0,0,80,97,58,0,193647090,1,26.390.793,65.976.982,131.953.963,65.976.982,26.390.793,0,1.319.539.631
09,1903,1319299854,Bangtoib,200,warrior,251, ,0,0,100,0,0,0,0,0,26.385.997,65.964.993,131.929.985,65.964.993,26.385.997,0,1.319.299.854
36,1904,1318902422,Tequila,200,wizard,290, ,0,0,41,0,43,0,0,0,26.378.048,65.945.121,131.890.242,65.945.121,26.378.048,0,1.318.902.422
01,1905,1318342487,Perfectr,200,wizard,250,Turk Team,0,0,99,0,0,0,72772299,12,26.366.850,65.917.124,131.834.249,65.917.124,26.366.850,0,1.318.342.487
23,1906,1314787084,Arabian,200,warrior,261,P E A C E,20,0,96,0,0,3,41404016,13,26.295.742,65.739.354,131.478.708,65.739.354,26.295.742,0,1.314.787.084
36,1907,1313303602,Posa,200,wizard,295,Happiness,0,0,42,0,38,0,47141704,4,26.266.072,65.665.180,131.330.360,65.665.180,26.266.072,0,1.313.303.602
09,1908,1313106312,Dreewzin,200,wizard,336,M V P,0,0,54,75,36,0,13915659,35,26.262.126,65.655.316,131.310.631,65.655.316,26.262.126,0,1.313.106.312
23,1909,1313055385,Mrdwi,200,wizard,301,Swallow19,5,0,67,0,73,96,130176323,6,26.261.108,65.652.769,131.305.538,65.652.769,26.261.108,0,1.313.055.385
01,1910,1312763310,Khonshu,200,wizard,249,Dead End,0,0,100,0,0,0,21901493,35,26.255.266,65.638.166,131.276.331,65.638.166,26.255.266,0,1.312.763.310
32,1911,1310463932,Zvn,200,warrior,331,Militaryw8,0,0,0,0,87,0,115005099,6,26.209.279,65.523.197,131.046.393,65.523.197,26.209.279,0,1.310.463.932
32,1912,1309028722,Inferious,200,warrior,206,Death Wars,10,0,0,0,0,31,0,0,26.180.574,65.451.436,130.902.872,65.451.436,26.180.574,0,1.309.028.722
